122	154	4	Brigham Young University	US	EN	1875
123	151	6	Washington University in St. Louis	US	EN	1853
124	151	3	Linnaeus University	SE	SV	1977
125	149	4	University of Iowa	US	EN	1847
126	148	3	Nanjing University	CN	ZH	1921
127	146	3	Ghent University	BE	NL	1817
128	145	2	Lviv University	UA	WR	1661
129	144	3	American University of Beirut	LB	AR	1866
130	143	6	University of Pittsburgh	US	EN	1787
131	143	3	George Washington University	US	EN	1821
132	143	3	University of Liverpool	UK	EN	1903
133	142	2	University of Groningen	NL	NL	1614
134	139	3	Aarhus University	DK	DA	1928
135	138	3	University of Florence	IT	IT	1321
136	137	2	University of Liège	BE	NL	1817
137	136	3	Technische Universität München	DE	DE	1868
138	136	2	National Autonomous University of Mexico	MX	ES	1910
139	135	5	University of Hawaii	US	EN	1907
140	134	3	Nihon University	JP	JA	1889
141	133	3	University of Paris-Sud	FR	FR	1971
142	131	2	Paris West University Nanterre La Défense	FR	FR	1964
143	130	5	University of California, San Diego	US	EN	1960
144	129	4	University of Melbourne	AU	EN	1853
145	129	2	University of Naples Federico II	IT	IT	1224
146	128	2	Istanbul Technical University	TR	TR	1773
147	128	2	Kansas State University	US	EN	1863
148	125	3	University of Lausanne	CH	DE	1537
149	124	4	University of British Columbia	CA	EN	1908
150	124	3	Goethe University Frankfurt	DE	DE	1914
151	124	2	Fudan University	CN	ZH	1905
152	123	3	University of Pavia	IT	IT	1361
153	123	2	University of Erlangen-Nuremberg	DE	DE	1742
154	123	2	University of Tennessee	US	EN	1794
155	122	2	Istanbul University	TR	TR	1453
156	119	2	Yıldız Technical University	TR	TR	1911
157	118	2	Osaka University	JP	JA	1724
158	117	2	Taras Shevchenko National University of Kyiv	UA	WR	1834
159	116	5	University of Salamanca	ES	ES	1130
160	116	3	Shanghai Jiao Tong University	CN	ZH	1896
161	116	2	Alexandria University	EG	AR	1938
162	114	2	University of Münster	DE	DE	1780
163	114	2	Chuo University	JP	JA	1885
164	114	2	Radboud University Nijmegen	NL	NL	1923
165	114	2	Middle East Technical University	TR	TR	1956
166	112	4	National University of Singapore	SG	ZH	1980
167	112	2	Dresden University of Technology	DE	DE	1828
168	111	3	Tel Aviv University	IL	HE	1956
169	111	2	Takushoku University	JP	JA	1900
170	110	4	University of Birmingham	UK	EN	1900
171	110	2	Marmara University	TR	TR	1883
172	110	2	University of Malaya	MY	MS	1949
173	106	4	Syracuse University	US	EN	1870
174	105	2	Shiraz University	IR	FA	1946
175	103	2	National and Kapodistrian University of Athens	GR	EL	1837
176	103	2	VU University Amsterdam	NL	NL	1880
177	103	2	Università Cattolica del Sacro Cuore	IT	IT	1921
178	102	2	Damascus University	SY	AR	1923
179	102	2	Umeå University	SE	SV	1965
180	102	2	Paris-Sorbonne University	FR	FR	1970
181	100	4	University of Latvia	LV	WR	1919
182	100	3	Complutense University of Madrid	ES	ES	1293
183	100	2	Weizmann Institute of Science	IL	HE	1934
184	100	1	Eötvös Loránd University	HU	HU	1635
185	100	1	Chulalongkorn University	TH	TH	1917
186	100	1	University of Tehran	IR	FA	1934
187	100	1	University of the West Indies	JM	EN	1948
188	99	2	Maastricht University	NL	NL	1976
189	99	1	Budapest University of Technology and Economics	HU	HU	1782
190	99	1	Korea University	KR	KO	1905
191	99	1	Aristotle University of Thessaloniki	GR	EL	1925
192	99	1	Thammasat University	TH	TH	1934
193	99	1	Nalanda University	IN	HI	2014
194	98	2	University of Barcelona	ES	ES	1450
195	98	1	University of Szeged	HU	HU	1581
196	98	1	University of São Paulo	BR	PT	1827
197	98	1	Yonsei University	KR	KO	1885
198	98	1	Adam Mickiewicz University in Poznań	PL	PL	1919
199	98	1	Kasetsart University	TH	TH	1943
200	98	1	Ankara University	TR	TR	1946
201	98	1	Bar-Ilan University	IL	HE	1955
202	98	1	University of Málaga	ES	ES	1972
203	98	1	Aalborg University	DK	DA	1974
204	98	1	Universiti Teknologi Malaysia	MY	MS	1975
205	97	2	École pratique des hautes études	FR	FR	1868
206	97	2	University of Dhaka	BD	WR	1921
207	97	1	Technical University of Denmark	DK	DA	1829
208	97	1	Allahabad University	IN	HI	1887
209	97	1	Iran University of Science and Technology	IR	FA	1929
210	97	1	Mahidol University	TH	TH	1943
211	97	1	University of Haifa	IL	HE	1963
212	96	3	University of Dublin	IE	EN	1592
213	96	3	Panthéon-Assas University	FR	FR	1970
214	96	2	University of Pisa	IT	IT	1343
215	96	2	Delft University of Technology	NL	NL	1842
216	96	2	San Diego State University	US	EN	1897
217	96	2	Paris Diderot University	FR	FR	1970
218	96	1	University of Pécs	HU	HU	1367
219	96	1	Aligarh Muslim University	IN	HI	1875
220	96	1	Simón Bolívar University	VE	ES	1967
221	96	1	Ben-Gurion University of the Negev	IL	HE	1969
222	96	1	National University of Malaysia	MY	MS	1970
223	96	1	Ramkhamhaeng University	TH	TH	1971
224	96	1	Roskilde University	DK	DA	1972
225	95	1	University of Debrecen	HU	HU	1538
226	95	1	Patna University	IN	HI	1917
227	95	1	Ain Shams University	EG	AR	1950
228	95	1	University of Monterrey	MX	ES	1969
229	95	1	Isfahan University of Technology	IR	FA	1977
230	94	3	University of Warwick	UK	EN	1965
231	94	2	Masaryk University	CZ	WR	1919
232	94	2	Roma Tre University	IT	IT	1992
233	94	1	Indian Institute of Technology Roorkee	IN	HI	1847
234	94	1	Boğaziçi University	TR	TR	1863
235	94	1	Babeș-Bolyai University	RO	WR	1919
236	94	1	Panteion University	GR	EL	1927
237	94	1	Hanyang University	KR	KO	1939
238	94	1	Srinakharinwirot University	TH	TH	1949
239	94	1	Universiti Teknologi MARA	MY	MS	1956
240	93	1	Semmelweis University	HU	HU	1769
241	93	1	Harvard Medical School	US	EN	1782
242	93	1	Tohoku University	JP	JA	1907
243	92	2	University of Rome Tor Vergata	IT	IT	1303
244	92	2	Kazan (Volga region) Federal University	RU	RU	1804
245	92	1	Federal University of Rio de Janeiro	BR	PT	1792
246	92	1	Hosei University	JP	JA	1880
247	92	1	Corvinus University of Budapest	HU	HU	1920
248	92	1	Silpakorn University	TH	TH	1943
249	92	1	University of Łódź	PL	PL	1945
250	92	1	Ege University	TR	TR	1955
251	92	1	University of Patras	GR	EL	1964
252	92	1	Universiti Sains Malaysia	MY	MS	1969
253	92	1	IT University of Copenhagen	DK	DA	1999
254	91	2	Kim Il-sung University	KP	KO	1946
255	91	1	University of Oviedo	ES	ES	1574
256	91	1	Chung-Ang University	KR	KO	1918
257	91	1	Athens University of Economics and Business	GR	EL	1920
258	91	1	Nicolaus Copernicus University in Toruń	PL	PL	1945
259	91	1	Chiang Mai University	TH	TH	1964
260	91	1	Sharif University of Technology	IR	FA	1966
261	91	1	Hacettepe University	TR	TR	1967
262	90	1	Vilnius University	LT	WR	1579
263	90	1	Laval University	CA	EN	1663
264	90	1	University of Lucknow	IN	HI	1921
265	90	1	Kyung Hee University	KR	KO	1949
266	90	1	Allameh Tabataba'i University	IR	FA	1957
267	89	1	University of Madras	IN	HI	1857
268	89	1	University of Tsukuba	JP	JA	1872
269	89	1	Dongguk University	KR	KO	1906
270	89	1	Wageningen University and Research Centre	NL	NL	1918
271	89	1	University of Gdańsk	PL	PL	1970
272	89	1	Payame Noor University	IR	FA	1987
273	88	2	University of Greenland	GL	DA	1987
274	88	1	Gazi University	TR	TR	1926
275	88	1	Universiti Putra Malaysia	MY	MS	1931
276	88	1	University of Córdoba (Colombia)	CO	ES	1962
277	88	1	Prince of Songkla University	TH	TH	1967
278	88	1	Pantheon-Sorbonne University	FR	FR	1971
279	88	1	Luleå University of Technology	SE	SV	1971
280	88	1	Harokopio University	GR	EL	1990
281	88	1	DIT University	IN	HI	1998
282	87	2	Brandeis University	US	EN	1948
283	87	1	Sungkyunkwan University	KR	KO	1398
284	87	1	University of Miskolc	HU	HU	1735
285	87	1	University of Kharkiv	UA	WR	1804
286	87	1	Vrije Universiteit Brussel	BE	NL	1834
287	87	1	University of Lisbon	PT	PT	1911
288	87	1	American University in Cairo	EG	AR	1919
289	87	1	Magadh University	IN	HI	1962
290	87	1	Bangkok University	TH	TH	1962
291	86	2	Bauman Moscow State Technical University	RU	RU	1830
292	86	1	Ewha Womans University	KR	KO	1886
293	86	1	Mahachulalongkornrajavidyalaya University	TH	TH	1887
294	86	1	Erasmus University Rotterdam	NL	NL	1913
295	86	1	King Saud University	SA	AR	1957
296	86	1	University of Brasília	BR	PT	1961
297	86	1	University of Silesia in Katowice	PL	PL	1968
298	86	1	Jawaharlal Nehru University	IN	HI	1969
299	86	1	National University of Luján	AR	ES	1973
300	86	1	University of the Aegean	GR	EL	1984
301	85	4	University of Bristol	UK	EN	1909
302	85	1	Scuola Normale Superiore di Pisa	IT	IT	1810
303	85	1	University of Indonesia	ID	WR	1849
304	85	1	University of Antwerp	BE	NL	1852
305	85	1	Hokkaido University	JP	JA	1876
306	85	1	Université de Montréal	CA	EN	1878
307	85	1	Maria Curie-Skłodowska University	PL	PL	1944
308	85	1	University of Baghdad	IQ	AR	1957
309	85	1	Lalit Narayan Mithila University	IN	HI	1972
310	85	1	Democritus University of Thrace	GR	EL	1974
311	85	1	Bilkent University	TR	TR	1984
312	84	1	University of Mumbai	IN	HI	1857
313	84	1	University of Carabobo	VE	ES	1892
314	84	1	Wuhan University	CN	ZH	1893
315	84	1	Ritsumeikan University	JP	JA	1900
316	84	1	Ferdowsi University of Mashhad	IR	FA	1949
317	84	1	University of Ioannina	GR	EL	1964
318	84	1	Kuwait University	KW	AR	1966
319	84	1	Odense University	DK	DA	1966
320	84	1	University of Campinas	BR	PT	1966
321	84	1	Ariel University	IL	HE	1982
322	84	1	Dokuz Eylül University	TR	TR	1982
323	84	1	Universiti Utara Malaysia	MY	MS	1984
324	84	1	Cardinal Stefan Wyszyński University in Warsaw	PL	PL	1999
325	83	4	Università degli Studi Niccolò Cusano	IT	IT	2006
326	83	1	Université catholique de Louvain	BE	NL	1425
327	83	1	University of West Hungary	HU	HU	1735
328	83	1	Zhejiang University	CN	ZH	1897
329	83	1	Kyushu University	JP	JA	1903
330	83	1	Osmania University	IN	HI	1918
331	83	1	Universidade Federal de Minas Gerais	BR	PT	1927
332	82	3	Georgia Institute of Technology	US	EN	1885
333	82	2	University of Würzburg	DE	DE	1402
334	82	1	Hitotsubashi University	JP	JA	1875
335	82	1	Amirkabir University of Technology	IR	FA	1958
336	82	1	Szent István University	HU	HU	2000
337	82	1	National Institutes of Technology	IN	HI	2007
338	81	2	University of Turin	IT	IT	1404
339	81	1	University of Calcutta	IN	HI	1857
340	81	1	Doshisha University	JP	JA	1875
341	81	1	Sun Yat-sen University	CN	ZH	1924
342	81	1	Tilburg University	NL	NL	1927
343	81	1	Dankook University	KR	KO	1947
344	81	1	University of Lapland	FI	WR	1979
345	81	1	Rangsit University	TH	TH	1986
346	81	1	Universiti Malaysia Sarawak	MY	MS	1992
347	80	1	Rikkyo University	JP	JA	1874
348	80	1	Moscow Institute of Physics and Technology	RU	RU	1946
349	80	1	University of Hyderabad	IN	HI	1974
350	80	1	Örebro University	SE	SV	1977
351	80	1	Vietnam National University, Hanoi	VN	VI	1993
352	80	1	Universiti Malaysia Sabah	MY	MS	1994
353	80	1	Bolivarian University of Venezuela	VE	ES	2003
354	79	1	Nagoya University	JP	JA	1871
355	79	1	Universidade Federal de Viçosa	BR	PT	1922
356	79	1	Renmin University of China	CN	ZH	1937
357	79	1	Anadolu University	TR	TR	1958
358	79	1	Sogang University	KR	KO	1960
359	79	1	Kumaun University	IN	HI	1973
360	79	1	Naresuan University	TH	TH	1990
361	79	1	Mid Sweden University	SE	SV	1993
362	78	3	Vietnam National University, Ho Chi Minh City	VN	VI	1995
363	78	1	Mashhad University of Medical Sciences	IR	FA	1949
364	78	1	University of Pannonia	HU	HU	1949
365	78	1	Indian Institute of Technology Madras	IN	HI	1959
366	78	1	University of Twente	NL	NL	1961
367	78	1	King Abdulaziz University	SA	AR	1967
368	78	1	Universidad Juárez del Estado de Durango	MX	ES	1970
369	78	1	University of Crete	GR	EL	1973
370	78	1	Mahasarakham University	TH	TH	1994
371	78	1	Istanbul Bilgi University	TR	TR	1996
372	77	2	University of Rostock	DE	DE	1419
373	77	1	Southern Illinois University Carbondale	US	EN	1869
374	77	1	Beijing Normal University	CN	ZH	1902
375	77	1	Konkuk University	KR	KO	1946
376	77	1	Atatürk University	TR	TR	1957
377	77	1	Asian Institute of Technology	TH	TH	1959
378	77	1	Purbanchal University	NP	WR	1993
379	77	1	University of Kuala Lumpur	MY	MS	2002
380	76	2	Tampere University of Technology	FI	WR	1965
381	76	2	University of Kassel	DE	DE	1970
382	76	1	Panjab University, Chandigarh	IN	HI	1882
383	76	1	Federal University of Bahia	BR	PT	1946
384	76	1	Karadeniz Technical University	TR	TR	1955
385	76	1	Eindhoven University of Technology	NL	NL	1956
386	76	1	Pusat Perubatan Universiti Kebangsaan Malaysia	MY	MS	1976
387	76	1	Umm al-Qura University	SA	AR	1981
388	76	1	Tarbiat Modares University	IR	FA	1982
389	75	1	Aoyama Gakuin University	JP	JA	1874
390	75	1	Universidade Federal do Rio Grande do Sul	BR	PT	1895
391	75	1	Austral University of Chile	CL	ES	1954
392	75	1	Nanyang Technological University	SG	ZH	1991
393	75	1	University of Białystok	PL	PL	1997
394	75	1	University of Monastir	TN	AR	2004
395	75	1	Kastamonu University	TR	TR	2006
396	74	1	Galatasaray University	TR	TR	1481
397	74	1	National University of Engineering	PE	ES	1876
398	74	1	Óbuda University	HU	HU	1879
399	74	1	University of Porto	PT	PT	1911
400	74	1	Nankai University	CN	ZH	1919
401	74	1	Tokai University	JP	JA	1924
402	74	1	Myongji University	KR	KO	1948
403	74	1	Khon Kaen University	TH	TH	1966
404	74	1	Université du Québec à Montréal	CA	EN	1969
405	73	2	Karlsruhe Institute of Technology	DE	DE	1825
406	73	2	University of Milan	IT	IT	1924
407	73	1	University of Mainz	DE	DE	1477
408	73	1	Polytechnic School of the University of São Paulo	BR	PT	1893
409	73	1	Sophia University	JP	JA	1913
410	73	1	Bandung Institute of Technology	ID	WR	1920
411	73	1	Belarusian State University	BY	RU	1921
412	73	1	Costa Rica Institute of Technology	CR	ES	1971
413	73	1	Menoufia University	EG	AR	1976
414	73	1	Çanakkale Onsekiz Mart University	TR	TR	1992
415	73	1	Széchenyi István University	HU	HU	2002
416	73	1	Doon University	IN	HI	2005
417	72	1	University of Palermo	IT	IT	1806
418	72	1	University of Science and Technology of China	CN	ZH	1958
419	72	1	Ruhr University Bochum	DE	DE	1962
420	72	1	University of al-Qarawiyyin	MA	AR	1963
421	72	1	National Research University – Higher School of Economics	RU	RU	1992
422	72	1	Graphic Era University	IN	HI	1993
423	72	1	Çankaya University	TR	TR	1997
424	72	1	University of Warmia and Mazury in Olsztyn	PL	PL	1999
425	72	1	Universiti Malaysia Kelantan	MY	MS	2007
426	71	1	Tokyo Institute of Technology	JP	JA	1881
427	71	1	Gadjah Mada University	ID	WR	1949
428	71	1	Birla Institute of Technology, Mesra	IN	HI	1955
429	71	1	University of Hasselt	BE	NL	1971
430	71	1	Sapientia University	HU	HU	2000
431	70	1	École Centrale Paris	FR	FR	1829
432	70	1	Universidad Nacional Autónoma de Honduras	HN	ES	1847
433	70	1	Saint Petersburg State Polytechnic University	RU	RU	1899
434	70	1	Tongji University	CN	ZH	1907
435	70	1	Hiroshima University	JP	JA	1929
436	70	1	University of Medicine and Pharmacy of Târgu Mureș	RO	WR	1945
437	70	1	Burapha University	TH	TH	1955
438	70	1	University of Szczecin	PL	PL	1984
439	69	2	University of Nottingham	UK	EN	1881
440	69	1	Università degli Studi di Napoli "L'Orientale"	IT	IT	1732
441	69	1	Odessa University	UA	WR	1865
442	69	1	Toyo University	JP	JA	1887
443	69	1	Åbo Akademi University	FI	WR	1918
444	69	1	University of Rajasthan	IN	HI	1948
445	69	1	Paris 8 University	FR	FR	1969
446	69	1	São Paulo State University	BR	PT	1976
447	69	1	University of Sfax	TN	AR	1986
448	69	1	Sabancı University	TR	TR	1994
449	68	1	Liverpool John Moores University	UK	EN	1823
450	68	1	University of Westminster	UK	EN	1838
451	68	1	Soongsil University	KR	KO	1897
452	68	1	Kobe University	JP	JA	1949
453	68	1	Padjadjaran University	ID	WR	1957
454	68	1	Thaksin University	TH	TH	1968
455	68	1	Helwan University	EG	AR	1975
456	68	1	Selçuk University	TR	TR	1975
457	68	1	Central European University	HU	HU	1991
458	68	1	Central University of Rajasthan	IN	HI	2009
459	67	3	Rice University	US	EN	1912
460	67	2	University of Oklahoma	US	EN	1890
461	67	2	École Polytechnique Fédérale de Lausanne	CH	DE	1969
462	67	1	University of Giessen	DE	DE	1607
463	67	1	Tomsk State University	RU	RU	1880
464	67	1	Comenius University	SK	WR	1919
465	67	1	Tehran University of Medical Sciences	IR	FA	1934
466	67	1	Dr. Hari Singh Gour University	IN	HI	1946
467	67	1	Jilin University	CN	ZH	1946
468	67	1	Inha University	KR	KO	1954
469	67	1	University of Macedonia	GR	EL	1957
470	67	1	Assumption University (Thailand)	TH	TH	1969
471	67	1	Pierre and Marie Curie University	FR	FR	1971
472	67	1	University of Minho	PT	PT	1973
473	67	1	Favaloro University	AR	ES	1998
474	66	1	University of Catania	IT	IT	1434
475	66	1	École des ponts ParisTech	FR	FR	1747
476	66	1	Chungnam National University	KR	KO	1952
477	66	1	King Mongkut's University of Technology Thonburi	TH	TH	1960
478	66	1	University of Bordeaux 1	FR	FR	1971
479	66	1	Zagazig University	EG	AR	1974
480	66	1	University of Cyprus	CY	EL	1989
481	66	1	Opole University	PL	PL	1994
482	66	1	University of Kaposvár	HU	HU	2000
483	66	1	University of Kota	IN	HI	2003
484	65	1	Gakushuin University	JP	JA	1847
485	65	1	University of Sucre	CO	ES	1977
486	65	1	Guru Gobind Singh Indraprastha University	IN	HI	1998
487	65	1	Universiti Malaysia Perlis	MY	MS	2001
488	65	1	University of Gabès	TN	AR	2003
489	65	1	Rajamangala University of Technology	TH	TH	2005
490	65	1	Avrasya University	TR	TR	2010
491	64	1	University of Genoa	IT	IT	1481
492	64	1	Federal University of Pernambuco	BR	PT	1827
493	64	1	Universidad Autónoma de Nuevo León	MX	ES	1933
494	64	1	Tata Institute of Fundamental Research	IN	HI	1945
495	64	1	Universiti Sultan Zainal Abidin	MY	MS	1980
496	63	3	Florida State University	US	EN	1851
497	63	3	California State University	US	EN	1857
498	63	1	Kwansei Gakuin University	JP	JA	1889
499	63	1	Indian Institute of Science	IN	HI	1909
500	63	1	Xiamen University	CN	ZH	1921
501	63	1	Assiut University	EG	AR	1957
502	63	1	King Mongkut's Institute of Technology Ladkrabang	TH	TH	1960
503	63	1	University of Selangor	MY	MS	1999
504	62	2	University of Basrah	IQ	AR	1964
505	62	1	Medical University of Warsaw	PL	PL	1809
506	62	1	Kansai University	JP	JA	1886
507	62	1	Indian Institute of Technology Bombay	IN	HI	1958
508	62	1	Federal University of Santa Catarina	BR	PT	1962
509	62	1	University of Thessaly	GR	EL	1984
510	61	2	Polytechnic University of Catalonia	ES	ES	1971
511	61	1	Bocconi University	IT	IT	1902
512	61	1	University of Turku	FI	WR	1920
513	61	1	Chiba University	JP	JA	1949
514	61	1	Iran University of Medical Sciences	IR	FA	1974
515	61	1	Cesar Vallejo University	PE	ES	1991
516	61	1	International Medical University	MY	MS	1992
517	61	1	Istanbul Commerce University	TR	TR	2001
518	61	1	Indian Institutes of Science Education and Research	IN	HI	2010
519	60	3	Arizona State University	US	EN	1885
520	60	1	University of Innsbruck	AT	DE	1669
521	60	1	Southeast University	CN	ZH	1902
522	60	1	Sripatum University	TH	TH	1970
523	60	1	Mansoura University	EG	AR	1972
524	60	1	Uludağ University	TR	TR	1975
525	60	1	Cyprus University of Technology	CY	EL	2004
526	60	1	Indian Institute of Space Science and Technology	IN	HI	2007
527	59	3	University of California, Santa Barbara	US	EN	1891
528	59	3	University of Leeds	UK	EN	1904
529	59	2	Emory University	US	EN	1836
530	59	1	Sichuan University	CN	ZH	1740
531	59	1	National Research Nuclear University MEPhI	RU	RU	1942
532	59	1	Dong-a University	KR	KO	1946
533	59	1	King Mongkut's University of Technology North Bangkok	TH	TH	1959
534	59	1	Devi Ahilya Vishwavidyalaya	IN	HI	1964
535	59	1	Trisakti University	ID	WR	1965
536	59	1	Andrássy University Budapest	HU	HU	2002
537	58	1	University of Bern	CH	DE	1834
538	58	1	Creighton University	US	EN	1878
539	58	1	Harbin Institute of Technology	CN	ZH	1920
540	58	1	Lebanese University	LB	AR	1951
541	58	1	Dhurakij Pundit University	TH	TH	1968
542	58	1	Koç University	TR	TR	1993
543	57	1	Okayama University	JP	JA	1870
544	57	1	Shandong University	CN	ZH	1901
545	57	1	Visva-Bharati University	IN	HI	1921
546	57	1	Saarland University	DE	DE	1948
547	57	1	Rio de Janeiro State University	BR	PT	1950
548	57	1	YARSI University	ID	WR	1967
549	57	1	The Institute of Technology at Linköping University	SE	SV	1970
550	57	1	Yarmouk University	JO	AR	1976
551	56	1	University of Stuttgart	DE	DE	1829
552	56	1	University of Isfahan	IR	FA	1946
553	56	1	Novosibirsk State University	RU	RU	1959
554	56	1	Yeungnam University	KR	KO	1967
555	56	1	Suranaree University of Technology	TH	TH	1990
556	56	1	Universiti Tunku Abdul Rahman	MY	MS	2002
557	56	1	University of Bordeaux	FR	FR	2007
558	56	1	National Institute of Technology, Arunachal Pradesh	IN	HI	2010
559	55	1	Komazawa University	JP	JA	1592
560	55	1	University of Hanover	DE	DE	1831
561	55	1	University of Piraeus	GR	EL	1938
562	55	1	Pusan National University	KR	KO	1946
563	55	1	University of San Diego	US	EN	1949
564	55	1	Dravidian University	IN	HI	1997
565	55	1	University of Sousse	TN	AR	2004
566	54	1	University of Perugia	IT	IT	1308
567	54	1	Adolfo Ibáñez University	CL	ES	1953
568	54	1	University of Regensburg	DE	DE	1962
569	54	1	Ubon Ratchathani University	TH	TH	1990
570	54	1	Indian Institute of Technology Guwahati	IN	HI	1994
571	53	3	Durham University	UK	EN	1832
572	53	2	University of Siena	IT	IT	1240
573	53	1	Saint Joseph University	LB	AR	1875
574	53	1	University of Seoul	KR	KO	1918
575	53	1	University of Tabriz	IR	FA	1946
576	53	1	Kanazawa University	JP	JA	1949
577	53	1	Hanoi University of Science and Technology	VN	VI	1956
